mode,strategy,run_number,user,policy_ids,predicate_functions,predicate_columns,tables_affected,cpu_ms,elapsed_ms,logical_reads,physical_reads,rows_returned,errors,machine,query_name,tables_used
NO_RLS,NO_CARTESIAN,2,user1,P17;P35;P21;P19;P32,dbo.p17_customer_active_no_cancel;dbo.p35_lineitem_delay_above_shipmode_avg;dbo.p21_orders_high_revenue;dbo.p19_part_supplier_europe;dbo.p32_supplier_urgent_orders,"c_custkey;l_shipmode,l_shipdate,l_receiptdate;o_orderkey;p_partkey;s_suppkey",customer;lineitem;orders;part;supplier,930,95,140509,0,2,,Mr,8.sql,"customer,lineitem,nation,orders,part,region,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P17;P35;P21;P19;P32,dbo.p17_customer_active_no_cancel;dbo.p35_lineitem_delay_above_shipmode_avg;dbo.p21_orders_high_revenue;dbo.p19_part_supplier_europe;dbo.p32_supplier_urgent_orders,"c_custkey;l_shipmode,l_shipdate,l_receiptdate;o_orderkey;p_partkey;s_suppkey",customer;lineitem;orders;part;supplier,1083,109,140512,0,2,,Mr,8.sql,"customer,lineitem,nation,orders,part,region,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P17;P35;P21;P19;P32,dbo.p17_customer_active_no_cancel;dbo.p35_lineitem_delay_above_shipmode_avg;dbo.p21_orders_high_revenue;dbo.p19_part_supplier_europe;dbo.p32_supplier_urgent_orders,"c_custkey;l_shipmode,l_shipdate,l_receiptdate;o_orderkey;p_partkey;s_suppkey",customer;lineitem;orders;part;supplier,1057,108,140510,0,2,,Mr,8.sql,"customer,lineitem,nation,orders,part,region,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P17;P35;P21;P19;P32,dbo.p17_customer_active_no_cancel;dbo.p35_lineitem_delay_above_shipmode_avg;dbo.p21_orders_high_revenue;dbo.p19_part_supplier_europe;dbo.p32_supplier_urgent_orders,"c_custkey;l_shipmode,l_shipdate,l_receiptdate;o_orderkey;p_partkey;s_suppkey",customer;lineitem;orders;part;supplier,1037,104,140511,0,2,,Mr,8.sql,"customer,lineitem,nation,orders,part,region,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P6;P36,dbo.p6_ship_commit;dbo.p36_part_size_above_type_avg,"l_shipdate,l_commitdate;p_partkey,p_size",lineitem;part,664,64,108505,0,1,,Mr,14.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,2,user1,P6;P36,dbo.p6_ship_commit;dbo.p36_part_size_above_type_avg,"l_shipdate,l_commitdate;p_partkey,p_size",lineitem;part,658,62,108505,0,1,,Mr,14.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,3,user1,P6;P36,dbo.p6_ship_commit;dbo.p36_part_size_above_type_avg,"l_shipdate,l_commitdate;p_partkey,p_size",lineitem;part,669,64,108505,0,1,,Mr,14.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,4,user1,P6;P36,dbo.p6_ship_commit;dbo.p36_part_size_above_type_avg,"l_shipdate,l_commitdate;p_partkey,p_size",lineitem;part,659,62,108505,0,1,,Mr,14.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,5,user1,P6;P36,dbo.p6_ship_commit;dbo.p36_part_size_above_type_avg,"l_shipdate,l_commitdate;p_partkey,p_size",lineitem;part,893,80,108505,0,1,,Mr,14.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,1,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,553,56,115708,0,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,691,89,115708,0,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,806,82,115708,0,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,589,65,115708,0,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,905,101,115708,0,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,89,15,28067,0,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,206,31,28067,0,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,145,23,28064,0,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,159,29,28064,0,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,165,24,28061,0,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,542,54,120839,0,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,2,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,823,75,120839,0,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,3,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,870,81,120839,0,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,4,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,731,68,120839,0,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,5,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,811,75,120839,0,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,1,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,1117,104,26522,0,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,2,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,1148,108,26522,0,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,3,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,1186,117,26522,0,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,4,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,1153,108,26522,0,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,5,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,1178,111,26522,0,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,1,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,1974,177,104890,0,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,2,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,2023,176,104890,0,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,3,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,1974,178,104890,0,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,4,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,2041,178,104890,0,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,5,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,2335,203,104890,0,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,1,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,701,73,132009,0,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,1070,108,132009,0,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,948,106,132009,0,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,1088,113,132009,0,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,716,83,132009,0,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,1,user1,,,,,445,41,104890,0,1,,Mr,count_*.sql,
NO_RLS,NO_CARTESIAN,2,user1,,,,,406,47,104890,0,1,,Mr,count_*.sql,
NO_RLS,NO_CARTESIAN,3,user1,,,,,459,42,104890,0,1,,Mr,count_*.sql,
NO_RLS,NO_CARTESIAN,4,user1,,,,,452,41,104890,0,1,,Mr,count_*.sql,
NO_RLS,NO_CARTESIAN,5,user1,,,,,632,61,104890,0,1,,Mr,count_*.sql,
NO_RLS,NO_CARTESIAN,1,user1,P46;P50,dbo.p46_customer_non_uniform_spending;dbo.p50_order_positive_quantity_discount_correlation,c_custkey;o_orderkey,customer;orders,351,39,30056,0,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,2,user1,P46;P50,dbo.p46_customer_non_uniform_spending;dbo.p50_order_positive_quantity_discount_correlation,c_custkey;o_orderkey,customer;orders,536,60,30056,0,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,3,user1,P46;P50,dbo.p46_customer_non_uniform_spending;dbo.p50_order_positive_quantity_discount_correlation,c_custkey;o_orderkey,customer;orders,604,65,30056,0,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,4,user1,P46;P50,dbo.p46_customer_non_uniform_spending;dbo.p50_order_positive_quantity_discount_correlation,c_custkey;o_orderkey,customer;orders,539,56,30056,0,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,5,user1,P46;P50,dbo.p46_customer_non_uniform_spending;dbo.p50_order_positive_quantity_discount_correlation,c_custkey;o_orderkey,customer;orders,432,51,30056,0,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,1,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,773,71,104890,0,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,2,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,747,68,104890,0,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,3,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,581,56,104890,0,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,4,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,592,52,104890,0,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,5,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,604,60,104890,0,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,1,user1,P39;P5;P50,dbo.p39_customer_all_orders_truck_or_mail;dbo.p5_price_range;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_extendedprice,l_discount;o_orderkey",customer;lineitem;orders,882,109,131416,0,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,2,user1,P39;P5;P50,dbo.p39_customer_all_orders_truck_or_mail;dbo.p5_price_range;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_extendedprice,l_discount;o_orderkey",customer;lineitem;orders,1098,123,131416,0,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,3,user1,P39;P5;P50,dbo.p39_customer_all_orders_truck_or_mail;dbo.p5_price_range;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_extendedprice,l_discount;o_orderkey",customer;lineitem;orders,1140,133,131416,0,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,4,user1,P39;P5;P50,dbo.p39_customer_all_orders_truck_or_mail;dbo.p5_price_range;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_extendedprice,l_discount;o_orderkey",customer;lineitem;orders,994,111,131416,0,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,5,user1,P39;P5;P50,dbo.p39_customer_all_orders_truck_or_mail;dbo.p5_price_range;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_extendedprice,l_discount;o_orderkey",customer;lineitem;orders,988,119,131416,0,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,1,user1,P48;P22;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p22_orders_no_late_shipments;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;o_orderkey;s_suppkey",lineitem;orders;supplier,1927,207,338251,0,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P48;P22;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p22_orders_no_late_shipments;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;o_orderkey;s_suppkey",lineitem;orders;supplier,2091,206,338251,0,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P48;P22;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p22_orders_no_late_shipments;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;o_orderkey;s_suppkey",lineitem;orders;supplier,2130,209,338251,0,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P48;P22;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p22_orders_no_late_shipments;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;o_orderkey;s_suppkey",lineitem;orders;supplier,2108,215,338251,0,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P48;P22;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p22_orders_no_late_shipments;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;o_orderkey;s_suppkey",lineitem;orders;supplier,2094,216,338251,0,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P34;P25;P28,dbo.p34_customer_multi_year_orders;dbo.p25_lineitem_above_brand_avg_price;dbo.p28_orders_no_late_commit,c_custkey;l_partkey;o_orderkey,customer;lineitem;orders,720,720,104572,0,57,,Mr,19.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,2,user1,P34;P25;P28,dbo.p34_customer_multi_year_orders;dbo.p25_lineitem_above_brand_avg_price;dbo.p28_orders_no_late_commit,c_custkey;l_partkey;o_orderkey,customer;lineitem;orders,725,726,104572,0,57,,Mr,19.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,3,user1,P34;P25;P28,dbo.p34_customer_multi_year_orders;dbo.p25_lineitem_above_brand_avg_price;dbo.p28_orders_no_late_commit,c_custkey;l_partkey;o_orderkey,customer;lineitem;orders,772,771,104572,0,57,,Mr,19.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,4,user1,P34;P25;P28,dbo.p34_customer_multi_year_orders;dbo.p25_lineitem_above_brand_avg_price;dbo.p28_orders_no_late_commit,c_custkey;l_partkey;o_orderkey,customer;lineitem;orders,748,748,104572,0,57,,Mr,19.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,5,user1,P34;P25;P28,dbo.p34_customer_multi_year_orders;dbo.p25_lineitem_above_brand_avg_price;dbo.p28_orders_no_late_commit,c_custkey;l_partkey;o_orderkey,customer;lineitem;orders,726,726,104572,0,57,,Mr,19.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,1,user1,P3;P21;P49;P47,dbo.p3_return_discount;dbo.p21_orders_high_revenue;dbo.p49_part_multi_nation_suppliers;dbo.p47_supplier_no_low_price_parts,"l_returnflag,l_discount;o_orderkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,1170,131,148646,0,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P3;P21;P49;P47,dbo.p3_return_discount;dbo.p21_orders_high_revenue;dbo.p49_part_multi_nation_suppliers;dbo.p47_supplier_no_low_price_parts,"l_returnflag,l_discount;o_orderkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,1148,134,148646,0,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P3;P21;P49;P47,dbo.p3_return_discount;dbo.p21_orders_high_revenue;dbo.p49_part_multi_nation_suppliers;dbo.p47_supplier_no_low_price_parts,"l_returnflag,l_discount;o_orderkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,1339,149,148646,0,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P3;P21;P49;P47,dbo.p3_return_discount;dbo.p21_orders_high_revenue;dbo.p49_part_multi_nation_suppliers;dbo.p47_supplier_no_low_price_parts,"l_returnflag,l_discount;o_orderkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,1373,145,148646,0,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P3;P21;P49;P47,dbo.p3_return_discount;dbo.p21_orders_high_revenue;dbo.p49_part_multi_nation_suppliers;dbo.p47_supplier_no_low_price_parts,"l_returnflag,l_discount;o_orderkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,1435,152,148646,0,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P43,dbo.p43_supplier_multi_part_sizes,s_suppkey,supplier,264,36,34306,0,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P43,dbo.p43_supplier_multi_part_sizes,s_suppkey,supplier,402,58,34306,0,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P43,dbo.p43_supplier_multi_part_sizes,s_suppkey,supplier,396,58,34306,0,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P43,dbo.p43_supplier_multi_part_sizes,s_suppkey,supplier,502,69,34306,0,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P43,dbo.p43_supplier_multi_part_sizes,s_suppkey,supplier,360,51,34306,0,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P16;P28,dbo.p16_lineitem_region_quantity;dbo.p28_orders_no_late_commit,"l_partkey,l_orderkey,l_quantity;o_orderkey",lineitem;orders,686,68,127878,0,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,2,user1,P16;P28,dbo.p16_lineitem_region_quantity;dbo.p28_orders_no_late_commit,"l_partkey,l_orderkey,l_quantity;o_orderkey",lineitem;orders,767,76,127878,0,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,3,user1,P16;P28,dbo.p16_lineitem_region_quantity;dbo.p28_orders_no_late_commit,"l_partkey,l_orderkey,l_quantity;o_orderkey",lineitem;orders,709,67,127878,0,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,4,user1,P16;P28,dbo.p16_lineitem_region_quantity;dbo.p28_orders_no_late_commit,"l_partkey,l_orderkey,l_quantity;o_orderkey",lineitem;orders,894,82,127878,0,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,5,user1,P16;P28,dbo.p16_lineitem_region_quantity;dbo.p28_orders_no_late_commit,"l_partkey,l_orderkey,l_quantity;o_orderkey",lineitem;orders,913,85,127878,0,5,,Mr,4.sql,"lineitem,orders"
