mode,strategy,run_number,user,policy_ids,predicate_functions,predicate_columns,tables_affected,cpu_ms,elapsed_ms,logical_reads,physical_reads,read_ahead_reads,rows_returned,errors,machine,query_name,tables_used
NO_RLS,NO_CARTESIAN,4,user1,P16;P50,dbo.p16_lineitem_supplier_region_share;dbo.p50_order_positive_quantity_discount_correlation,"l_suppkey,l_partkey;o_orderkey",lineitem;orders,1763,257,127878,2,126924,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,5,user1,P16;P50,dbo.p16_lineitem_supplier_region_share;dbo.p50_order_positive_quantity_discount_correlation,"l_suppkey,l_partkey;o_orderkey",lineitem;orders,1683,250,127878,2,126932,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,1,user1,P6;P43,dbo.p6_ship_commit;dbo.p43_supplier_multi_part_sizes,"l_shipdate,l_commitdate;s_suppkey",lineitem;supplier,1638,240,104892,3,104054,1,,Mr,15.sql,"lineitem,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P6;P43,dbo.p6_ship_commit;dbo.p43_supplier_multi_part_sizes,"l_shipdate,l_commitdate;s_suppkey",lineitem;supplier,1645,233,104892,3,104053,1,,Mr,15.sql,"lineitem,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P6;P43,dbo.p6_ship_commit;dbo.p43_supplier_multi_part_sizes,"l_shipdate,l_commitdate;s_suppkey",lineitem;supplier,1607,218,104892,3,104060,1,,Mr,15.sql,"lineitem,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P6;P43,dbo.p6_ship_commit;dbo.p43_supplier_multi_part_sizes,"l_shipdate,l_commitdate;s_suppkey",lineitem;supplier,1524,210,104892,3,104060,1,,Mr,15.sql,"lineitem,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P6;P43,dbo.p6_ship_commit;dbo.p43_supplier_multi_part_sizes,"l_shipdate,l_commitdate;s_suppkey",lineitem;supplier,1507,212,104892,3,104053,1,,Mr,15.sql,"lineitem,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P23;P1;P12,dbo.p23_customer_multi_supplier;dbo.p1_last_5y;dbo.p12_orders_discount_revenue,c_custkey;l_shipdate;o_orderkey,customer;lineitem;orders,2003,295,131412,5,130355,11620,,Mr,3.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,2,user1,P23;P1;P12,dbo.p23_customer_multi_supplier;dbo.p1_last_5y;dbo.p12_orders_discount_revenue,c_custkey;l_shipdate;o_orderkey,customer;lineitem;orders,2007,298,131412,5,130355,11620,,Mr,3.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,3,user1,P23;P1;P12,dbo.p23_customer_multi_supplier;dbo.p1_last_5y;dbo.p12_orders_discount_revenue,c_custkey;l_shipdate;o_orderkey,customer;lineitem;orders,1959,293,131412,5,130356,11620,,Mr,3.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,4,user1,P23;P1;P12,dbo.p23_customer_multi_supplier;dbo.p1_last_5y;dbo.p12_orders_discount_revenue,c_custkey;l_shipdate;o_orderkey,customer;lineitem;orders,1923,291,131412,5,130358,11620,,Mr,3.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,5,user1,P23;P1;P12,dbo.p23_customer_multi_supplier;dbo.p1_last_5y;dbo.p12_orders_discount_revenue,c_custkey;l_shipdate;o_orderkey,customer;lineitem;orders,2023,313,131412,5,130354,11620,,Mr,3.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,1,user1,P17;P7;P45;P43,dbo.p17_customer_active_no_cancel;dbo.p7_receipt_commit;dbo.p45_order_customer_supplier_comment_match;dbo.p43_supplier_multi_part_sizes,"c_custkey;l_receiptdate,l_commitdate;o_orderkey,o_custkey;s_suppkey",customer;lineitem;orders;supplier,1769,329,349395,31,127162,5,,Mr,5.sql,"customer,lineitem,nation,orders,region,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P17;P7;P45;P43,dbo.p17_customer_active_no_cancel;dbo.p7_receipt_commit;dbo.p45_order_customer_supplier_comment_match;dbo.p43_supplier_multi_part_sizes,"c_custkey;l_receiptdate,l_commitdate;o_orderkey,o_custkey;s_suppkey",customer;lineitem;orders;supplier,1720,308,352309,24,127218,5,,Mr,5.sql,"customer,lineitem,nation,orders,region,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P17;P7;P45;P43,dbo.p17_customer_active_no_cancel;dbo.p7_receipt_commit;dbo.p45_order_customer_supplier_comment_match;dbo.p43_supplier_multi_part_sizes,"c_custkey;l_receiptdate,l_commitdate;o_orderkey,o_custkey;s_suppkey",customer;lineitem;orders;supplier,1926,336,350610,26,127203,5,,Mr,5.sql,"customer,lineitem,nation,orders,region,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P17;P7;P45;P43,dbo.p17_customer_active_no_cancel;dbo.p7_receipt_commit;dbo.p45_order_customer_supplier_comment_match;dbo.p43_supplier_multi_part_sizes,"c_custkey;l_receiptdate,l_commitdate;o_orderkey,o_custkey;s_suppkey",customer;lineitem;orders;supplier,1892,346,351363,24,127218,5,,Mr,5.sql,"customer,lineitem,nation,orders,region,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P17;P7;P45;P43,dbo.p17_customer_active_no_cancel;dbo.p7_receipt_commit;dbo.p45_order_customer_supplier_comment_match;dbo.p43_supplier_multi_part_sizes,"c_custkey;l_receiptdate,l_commitdate;o_orderkey,o_custkey;s_suppkey",customer;lineitem;orders;supplier,1730,318,351213,24,127226,5,,Mr,5.sql,"customer,lineitem,nation,orders,region,supplier"
