mode,strategy,run_number,user,policy_ids,predicate_functions,predicate_columns,tables_affected,cpu_ms,elapsed_ms,logical_reads,physical_reads,rows_returned,errors,machine,query_name,tables_used
NO_RLS,NO_CARTESIAN,3,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,761,79,115708,0,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,820,97,115708,0,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P16;P20;P18,dbo.p16_lineitem_supplier_region_share;dbo.p20_part_avg_supplycost;dbo.p24_supplier_multi_region,"l_suppkey,l_partkey;p_partkey;s_suppkey",lineitem;part;supplier,871,89,115708,0,186,,Mr,20.sql,"lineitem,nation,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,83,15,28049,0,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,186,29,28061,0,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,85,16,28040,0,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,207,36,28067,0,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P26;P32,dbo.p26_part_many_suppliers;dbo.p32_supplier_urgent_orders,p_partkey;s_suppkey,part;supplier,212,30,28061,0,476,,Mr,2.sql,"nation,part,partsupp,region,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,543,51,120839,0,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,2,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,547,58,120839,0,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,3,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,561,60,120839,0,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,4,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,538,55,120839,0,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,5,user1,P3;P44,dbo.p3_return_discount;dbo.p44_part_quantity_above_global_avg,"l_returnflag,l_discount;p_partkey",lineitem;part,823,74,120839,0,1,,Mr,17.sql,"lineitem,part"
NO_RLS,NO_CARTESIAN,1,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,1133,111,26522,0,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,2,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,1130,107,26522,0,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,3,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,1104,113,26522,0,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,4,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,1123,112,26522,0,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,5,user1,P29;P22,dbo.p29_customer_lifetime_value_gt_balance;dbo.p22_orders_no_late_shipments,"c_custkey,c_acctbal;o_orderkey",customer;orders,1318,145,26522,0,42,,Mr,13.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,1,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,1996,178,104890,0,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,2,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,2055,179,104890,0,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,3,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,2126,197,104890,0,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,4,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,2068,192,104890,0,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,5,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,2047,186,104890,0,4,,Mr,1.sql,lineitem
NO_RLS,NO_CARTESIAN,1,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,720,77,132009,0,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,991,107,132009,0,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,998,104,132009,0,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,891,98,132009,0,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P42;P8;P50;P27,dbo.p42_customer_multi_brand_orders;dbo.p8_shipmode;dbo.p50_order_positive_quantity_discount_correlation;dbo.p27_supplier_below_global_avg_cost,c_custkey;l_shipmode;o_orderkey;s_suppkey,customer;lineitem;orders;supplier,899,95,132009,0,4,,Mr,7.sql,"customer,lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P46;P50,dbo.p46_customer_non_uniform_spending;dbo.p50_order_positive_quantity_discount_correlation,c_custkey;o_orderkey,customer;orders,330,37,30056,0,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,2,user1,P46;P50,dbo.p46_customer_non_uniform_spending;dbo.p50_order_positive_quantity_discount_correlation,c_custkey;o_orderkey,customer;orders,590,62,30056,0,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,3,user1,P46;P50,dbo.p46_customer_non_uniform_spending;dbo.p50_order_positive_quantity_discount_correlation,c_custkey;o_orderkey,customer;orders,526,56,30056,0,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,4,user1,P46;P50,dbo.p46_customer_non_uniform_spending;dbo.p50_order_positive_quantity_discount_correlation,c_custkey;o_orderkey,customer;orders,576,61,30056,0,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,5,user1,P46;P50,dbo.p46_customer_non_uniform_spending;dbo.p50_order_positive_quantity_discount_correlation,c_custkey;o_orderkey,customer;orders,504,52,30056,0,7,,Mr,22.sql,"customer,orders"
NO_RLS,NO_CARTESIAN,1,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,578,67,104890,0,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,2,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,600,56,104890,0,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,3,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,581,52,104890,0,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,4,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,567,54,104890,0,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,5,user1,P4,dbo.p4_open_not_returned,"l_linestatus,l_returnflag",lineitem,585,53,104890,0,1,,Mr,6.sql,lineitem
NO_RLS,NO_CARTESIAN,1,user1,P39;P5;P50,dbo.p39_customer_all_orders_truck_or_mail;dbo.p5_price_range;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_extendedprice,l_discount;o_orderkey",customer;lineitem;orders,829,102,131416,0,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,2,user1,P39;P5;P50,dbo.p39_customer_all_orders_truck_or_mail;dbo.p5_price_range;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_extendedprice,l_discount;o_orderkey",customer;lineitem;orders,904,123,131416,0,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,3,user1,P39;P5;P50,dbo.p39_customer_all_orders_truck_or_mail;dbo.p5_price_range;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_extendedprice,l_discount;o_orderkey",customer;lineitem;orders,1128,128,131416,0,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,4,user1,P39;P5;P50,dbo.p39_customer_all_orders_truck_or_mail;dbo.p5_price_range;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_extendedprice,l_discount;o_orderkey",customer;lineitem;orders,1113,121,131416,0,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,5,user1,P39;P5;P50,dbo.p39_customer_all_orders_truck_or_mail;dbo.p5_price_range;dbo.p50_order_positive_quantity_discount_correlation,"c_custkey;l_extendedprice,l_discount;o_orderkey",customer;lineitem;orders,1155,134,131416,0,37967,"      23380 Customer#000023380                                                                              7806.3750         9620.41 CANADA                                                           e4YYcRftKxyHDEQcX3Z8r2MXxw,KMsg bNcoU                            13-341-887-6339                                                  he furiously ironic dolphins. unusual accounts cajole quickly through th                                                ",Mr,10.sql,"customer,lineitem,nation,orders"
NO_RLS,NO_CARTESIAN,1,user1,P48;P22;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p22_orders_no_late_shipments;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;o_orderkey;s_suppkey",lineitem;orders;supplier,1923,196,338251,0,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P48;P22;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p22_orders_no_late_shipments;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;o_orderkey;s_suppkey",lineitem;orders;supplier,2070,238,338251,0,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P48;P22;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p22_orders_no_late_shipments;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;o_orderkey;s_suppkey",lineitem;orders;supplier,1869,185,338251,0,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P48;P22;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p22_orders_no_late_shipments;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;o_orderkey;s_suppkey",lineitem;orders;supplier,1870,191,338251,0,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P48;P22;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p22_orders_no_late_shipments;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;o_orderkey;s_suppkey",lineitem;orders;supplier,2184,217,338251,0,396,,Mr,21.sql,"lineitem,nation,orders,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P34;P25;P28,dbo.p34_customer_multi_year_orders;dbo.p25_lineitem_above_brand_avg_price;dbo.p28_orders_no_late_commit,c_custkey;l_partkey;o_orderkey,customer;lineitem;orders,722,721,104572,0,57,,Mr,18.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,2,user1,P34;P25;P28,dbo.p34_customer_multi_year_orders;dbo.p25_lineitem_above_brand_avg_price;dbo.p28_orders_no_late_commit,c_custkey;l_partkey;o_orderkey,customer;lineitem;orders,716,717,104572,0,57,,Mr,18.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,3,user1,P34;P25;P28,dbo.p34_customer_multi_year_orders;dbo.p25_lineitem_above_brand_avg_price;dbo.p28_orders_no_late_commit,c_custkey;l_partkey;o_orderkey,customer;lineitem;orders,713,712,104572,0,57,,Mr,18.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,4,user1,P34;P25;P28,dbo.p34_customer_multi_year_orders;dbo.p25_lineitem_above_brand_avg_price;dbo.p28_orders_no_late_commit,c_custkey;l_partkey;o_orderkey,customer;lineitem;orders,716,716,104572,0,57,,Mr,18.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,5,user1,P34;P25;P28,dbo.p34_customer_multi_year_orders;dbo.p25_lineitem_above_brand_avg_price;dbo.p28_orders_no_late_commit,c_custkey;l_partkey;o_orderkey,customer;lineitem;orders,719,719,104572,0,57,,Mr,18.sql,"customer,lineitem,orders"
NO_RLS,NO_CARTESIAN,1,user1,P3;P21;P49;P47,dbo.p3_return_discount;dbo.p21_orders_high_revenue;dbo.p49_part_multi_nation_suppliers;dbo.p47_supplier_no_low_price_parts,"l_returnflag,l_discount;o_orderkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,1166,128,148646,0,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P3;P21;P49;P47,dbo.p3_return_discount;dbo.p21_orders_high_revenue;dbo.p49_part_multi_nation_suppliers;dbo.p47_supplier_no_low_price_parts,"l_returnflag,l_discount;o_orderkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,1510,163,148646,0,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P3;P21;P49;P47,dbo.p3_return_discount;dbo.p21_orders_high_revenue;dbo.p49_part_multi_nation_suppliers;dbo.p47_supplier_no_low_price_parts,"l_returnflag,l_discount;o_orderkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,1481,158,148646,0,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P3;P21;P49;P47,dbo.p3_return_discount;dbo.p21_orders_high_revenue;dbo.p49_part_multi_nation_suppliers;dbo.p47_supplier_no_low_price_parts,"l_returnflag,l_discount;o_orderkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,1509,169,148646,0,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P3;P21;P49;P47,dbo.p3_return_discount;dbo.p21_orders_high_revenue;dbo.p49_part_multi_nation_suppliers;dbo.p47_supplier_no_low_price_parts,"l_returnflag,l_discount;o_orderkey;p_partkey;s_suppkey",lineitem;orders;part;supplier,1446,147,148646,0,175,,Mr,9.sql,"lineitem,nation,orders,part,partsupp,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P43,dbo.p43_supplier_multi_part_sizes,s_suppkey,supplier,215,31,34306,0,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P43,dbo.p43_supplier_multi_part_sizes,s_suppkey,supplier,490,65,34306,0,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P43,dbo.p43_supplier_multi_part_sizes,s_suppkey,supplier,456,57,34306,0,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,4,user1,P43,dbo.p43_supplier_multi_part_sizes,s_suppkey,supplier,493,68,34306,0,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,5,user1,P43,dbo.p43_supplier_multi_part_sizes,s_suppkey,supplier,410,50,34306,0,1048,,Mr,11.sql,"nation,partsupp,supplier"
NO_RLS,NO_CARTESIAN,1,user1,P16;P28,dbo.p16_lineitem_region_quantity;dbo.p28_orders_no_late_commit,"l_partkey,l_orderkey,l_quantity;o_orderkey",lineitem;orders,599,58,127878,0,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,2,user1,P16;P28,dbo.p16_lineitem_region_quantity;dbo.p28_orders_no_late_commit,"l_partkey,l_orderkey,l_quantity;o_orderkey",lineitem;orders,803,80,127878,0,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,3,user1,P16;P28,dbo.p16_lineitem_region_quantity;dbo.p28_orders_no_late_commit,"l_partkey,l_orderkey,l_quantity;o_orderkey",lineitem;orders,743,69,127878,0,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,4,user1,P16;P28,dbo.p16_lineitem_region_quantity;dbo.p28_orders_no_late_commit,"l_partkey,l_orderkey,l_quantity;o_orderkey",lineitem;orders,928,86,127878,0,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,5,user1,P16;P28,dbo.p16_lineitem_region_quantity;dbo.p28_orders_no_late_commit,"l_partkey,l_orderkey,l_quantity;o_orderkey",lineitem;orders,715,67,127878,0,5,,Mr,4.sql,"lineitem,orders"
NO_RLS,NO_CARTESIAN,1,user1,P48;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;s_suppkey",lineitem;supplier,582,55,104892,0,1,,Mr,15.sql,"lineitem,supplier"
NO_RLS,NO_CARTESIAN,2,user1,P48;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;s_suppkey",lineitem;supplier,613,59,104892,0,1,,Mr,15.sql,"lineitem,supplier"
NO_RLS,NO_CARTESIAN,3,user1,P48;P32,dbo.p48_lineitem_orderdate_closer_to_ship;dbo.p32_supplier_urgent_orders,"l_orderkey,l_shipdate,l_receiptdate;s_suppkey",lineitem;supplier,620,59,104892,0,1,,Mr,15.sql,"lineitem,supplier"
